PK_UID;Inst_Type;LandCode;Inst_Naam;Inst_id;EPRTR_id;lon;lat;Act_Code;Act_Group;Act_Class;Inrichting;Stad;Regio;StraatNaam;nr;MWth;StartDatum;VollastUr0;Categorie;Raffinage;Biomassa;Kolen;VastOverig;Vloeibaar;Aardgas;GasOverig;Totaal_TJ;SO2_ton;NOx_ton;Stof_ton;Jaar;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
1983;LCP;NL;Delesto B.V.,Gasturbine GT7;NL.RIVM/104003005.PART;NL.RIVM/000104003.FACILITY;6.95435000292099;53.31883000469629;20.13;Vervaardiging van chemische basisproducten, kunstmeststoffen en stikstofverbindingen en van;Vervaardiging van overige anorganische basischemicaliën;Delesto B.V.;Farmsum;Delfzijl en omgeving;Oosterhorn;4;100.5;1972-01-01;;GasTurbine;N;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2024;;GM1979;;;;GM1979;;;;GM1979;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1992;LCP;NL;Maxima-centrale,FL4;NL.RIVM/114001001.PART;NL.RIVM/000114001.FACILITY;5.530220001997043;52.57722000410922;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Maxima-centrale;Lelystad;Flevoland;IJsselmeerdijk;101;725.0;2010-01-01;;GasTurbine;N;0.0;0.0;0.0;0;9008.9;0.0;9008.9;2.58;133.0;8.11;2024;;GM0995;;;;GM0995;;;;GM0995;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2001;LCP;NL;Maxima-centrale,FL5;NL.RIVM/114001002.PART;NL.RIVM/000114001.FACILITY;5.530220001997043;52.57722000410922;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Maxima-centrale;Lelystad;Flevoland;IJsselmeerdijk;101;725.0;2010-01-01;;GasTurbine;N;0.0;0.0;0.0;0;11751.95;0.0;11751.95;3.36;131.0;10.6;2024;;GM0995;;;;GM0995;;;;GM0995;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2028;LCP;NL;Eurogen CV,Cogen A;NL.RIVM/114757001.PART;NL.RIVM/000114757.FACILITY;4.257330000434617;51.88462000423244;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Eurogen CV;Botlek Rotterdam;Groot-Rijnmond;Merseyweg;10;179.0;1995-01-01;;Others;N;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2037;LCP;NL;Eurogen CV,Cogen B;NL.RIVM/114757002.PART;NL.RIVM/000114757.FACILITY;4.257330000434617;51.88462000423244;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Eurogen CV;Botlek Rotterdam;Groot-Rijnmond;Merseyweg;10;179.0;1995-01-01;;Others;N;0.0;0.0;0.0;0;1805.27;0.57;1805.85;0.81;37.6;1.34;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2046;LCP;NL;LyondellBasell Covestro Manufacturing Maasvlakte VOF,SP-11601 (CSP incinerator);NL.RIVM/115036001.PART;NL.RIVM/000115036.FACILITY;4.023120000163013;51.96893000406304;20.14;Vervaardiging van chemische basisproducten, kunstmeststoffen en stikstofverbindingen en van;Vervaardiging van overige organische basischemicaliën;LyondellBasell Covestro Manufacturing Maasvlakte VOF;Maasvlakte Rotterdam;Groot-Rijnmond;Australiëweg;7;60.0;2021-06-01;;Others;N;0.0;0.0;0.0;0;693.49;0.0;693.49;0.9;25.4;0.3;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2050;LCP;NL;SVP Productie BV - Hulpwarmtecentrale 1,Hulpwarmtecentrale 1;NL.RIVM/115084001.PART;NL.RIVM/000115084.FACILITY;4.966660000827273;52.501200003796015;35.14;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Handel in elektriciteit en in gas via leidingen;SVP Productie BV - Hulpwarmtecentrale 1;Purmerend;Groot-Amsterdam;Waterlandlaan;111;90.0;1982-01-01;;Others;N;0.0;0.0;0.0;0;259.08;0.0;259.08;0.0;5.13;0.05;2024;;GM0439;;;;GM0439;;;;GM0439;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2056;LCP;NL;Enecal Energy VOF,Cogen C;NL.RIVM/115085001.PART;NL.RIVM/000115085.FACILITY;4.254140000758397;51.88905000425964;35.30;Productie en distributie van stoom en gekoelde lucht;Productie en distributie van stoom en gekoelde lucht;Enecal Energy VOF;Botlek Rotterdam;Groot-Rijnmond;Merseyweg;10;110.0;1997-01-01;;Others;N;0.0;0.0;0.0;0;3549.74;0.0;3549.74;1.08;55.3;1.78;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2066;LCP;NL;EP NL Rijnmond 1 B.V.,Combustion Turbine Generator 11A + Ketel A;NL.RIVM/115181001.PART;NL.RIVM/000115181.FACILITY;4.354089999967747;51.8902000041358;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;EP NL Rijnmond 1 B.V.;Vondelingenplaat Rotterdam;Groot-Rijnmond;Petroleumweg;46;698.0;2004-06-20;8760.0;Others;N;0.0;0.0;0.0;0;2158.76;0.0;2158.76;0.0;66.5;0.1;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2075;LCP;NL;EP NL Rijnmond 1 B.V.,Combustion Turbine Generator 11B + Ketel B;NL.RIVM/115181002.PART;NL.RIVM/000115181.FACILITY;4.354460001294947;51.89048000353055;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;EP NL Rijnmond 1 B.V.;Vondelingenplaat Rotterdam;Groot-Rijnmond;Petroleumweg;46;698.0;2004-06-20;8760.0;Others;N;0.0;0.0;0.0;0;2495.44;0.0;2495.44;0.0;64.5;0.12;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2084;LCP;NL;EMMTEC Services BV,WKC1;NL.RIVM/201241001.PART;NL.RIVM/000201241.FACILITY;6.9117100038441155;52.77214000387955;81.22;Reiniging;Gespecialiseerde reiniging van gebouwen en industriële reiniging;EMMTEC Services BV;Emmen;Zuidoost-Drenthe;Eerste Bokslootweg;17;150.0;2013-03-30;;Others;N;0.0;0.0;0.0;0;988.76;0.0;988.76;0.0;34.8;0.18;2024;;GM0114;;;;GM0114;;;;GM0114;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2093;LCP;NL;EMMTEC Services BV,WKC2;NL.RIVM/201241002.PART;NL.RIVM/000201241.FACILITY;6.911160003615346;52.77215000419387;81.22;Reiniging;Gespecialiseerde reiniging van gebouwen en industriële reiniging;EMMTEC Services BV;Emmen;Zuidoost-Drenthe;Eerste Bokslootweg;17;150.0;2013-03-30;;Others;N;0.0;0.0;0.0;0;1587.11;0.0;1587.11;0.0;72.0;0.29;2024;;GM0114;;;;GM0114;;;;GM0114;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2102;LCP;NL;EP NL Sloe Centrale B.V. (Vlissingen),UNIT 10;NL.RIVM/201386001.PART;NL.RIVM/000201386.FACILITY;3.6935600003591795;51.449070003252466;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;EP NL Sloe Centrale B.V. (Vlissingen);Ritthem;Overig Zeeland;Albanieweg;10;435.0;2009-10-20;;GasTurbine;N;0.0;0.0;0.0;0;11101.89;0.0;11101.89;0.0;154.0;0.0;2024;;GM0718;;;;GM0718;;;;GM0718;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2111;LCP;NL;EP NL Sloe Centrale B.V. (Vlissingen),UNIT 20;NL.RIVM/201386002.PART;NL.RIVM/000201386.FACILITY;3.6935600003591795;51.449070003252466;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;EP NL Sloe Centrale B.V. (Vlissingen);Ritthem;Overig Zeeland;Albanieweg;10;470.0;2009-12-13;;GasTurbine;N;0.0;0.0;0.0;0;7111.6;0.0;7111.6;0.0;129.0;0.0;2024;;GM0718;;;;GM0718;;;;GM0718;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2120;LCP;NL;Vattenfall Warmte N.V. (HWC Duiven Westervoort),Hulpketels;NL.RIVM/201571001.PART;NL.RIVM/000201571.FACILITY;5.983040002857097;51.95685000358719;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Vattenfall Warmte N.V. (HWC Duiven Westervoort);Westervoort;Arnhem/Nijmegen;Het Hazeland;20 - 22;64.0;2005-01-11;;Others;N;0.0;0.0;0.0;0;9.58;0.0;9.59;0.0;0.17;0.0;2024;;GM0293;;;;GM0293;;;;GM0293;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2136;LCP;NL;Eneco HWC Overvecht,Overvecht ketel 3 t/m ketel 10;NL.RIVM/202268001.PART;NL.RIVM/000202268.FACILITY;5.107620001140709;52.113540004313734;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Eneco HWC Overvecht;Utrecht;Utrecht;Esmoreitdreef;2;116.0;1970-01-01;;Others;N;0.0;0.0;0.0;0;9.91;0.0;9.91;0.0;0.0;0.0;2024;;GM0344;;;;GM0344;;;;GM0344;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2153;LCP;NL;Eneco HWC Nieuwegein,Nieuwegein ketel 1 t/m ketel 10;NL.RIVM/202419001.PART;NL.RIVM/000202419.FACILITY;5.084260001709264;52.025790003979694;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Eneco HWC Nieuwegein;Nieuwegein;Utrecht;Koekoekslaan;1 a;128.0;1982-01-01;;Others;N;0.0;0.0;0.0;0;24.0;0.0;33.97;0.0;0.0;0.0;2024;;GM0356;;;;GM0356;;;;GM0356;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2162;LCP;NL;Eneco Merwedekanaal,Merwedekanaal 12;NL.RIVM/202824002.PART;NL.RIVM/000202824.FACILITY;5.079120000752064;52.100950004272406;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Eneco Merwedekanaal;Utrecht;Utrecht;Keulsekade;181;180.0;1987-02-10;;GasTurbine;N;0.0;0.0;0.0;0;2092.27;0.0;2092.27;0.0;70.0;0.0;2024;;GM0344;;;;GM0344;;;;GM0344;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2171;LCP;NL;Eneco Lage Weide,Lage Weide 6;NL.RIVM/202825001.PART;NL.RIVM/000202825.FACILITY;5.071380001652708;52.102230003825056;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Eneco Lage Weide;Utrecht;Utrecht;Atoomweg;7 - 9;465.0;1992-02-14;;GasTurbine;N;0.0;0.0;0.0;0;3384.3;0.0;3384.3;0.0;142.0;0.0;2024;;GM0344;;;;GM0344;;;;GM0344;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2180;LCP;NL;Eneco Lage Weide,HWC LW;NL.RIVM/202825002.PART;NL.RIVM/000202825.FACILITY;5.071310001323727;52.10197000369688;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Eneco Lage Weide;Utrecht;Utrecht;Atoomweg;7 - 9;105.0;2008-09-23;;Others;N;0.0;0.0;0.0;0;565.92;0.0;565.92;0.0;0.0;0.0;2024;;GM0344;;;;GM0344;;;;GM0344;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2189;LCP;NL;Vrije Universiteit Amsterdam,Ketels,turbines 1&2;NL.RIVM/202867001.PART;NL.RIVM/000202867.FACILITY;4.862330000957653;52.33399000398855;85.42;Tertiair onderwijs;Universitair hoger onderwijs;Vrije Universiteit Amsterdam;Amsterdam;Groot-Amsterdam;Van der Boechorststraat;1;73.9;2015-07-01;6148.0;Boiler;N;0.0;0.0;0.0;0;241.37;0.0;241.37;0.0;0.0;0.0;2024;;GM0363;;;;GM0363;;;;GM0363;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2191;LCP;NL;Alco Energy Rotterdam,GT + HRSG;NL.RIVM/202990001.PART;NL.RIVM/000202990.FACILITY;4.180630000659211;51.92531000386228;46.71;Overige gespecialiseerde groothandel;Groothandel in brandstoffen en overige minerale olieproducten;Alco Energy Rotterdam;Europoort Rotterdam;Groot-Rijnmond;Merwedeweg;10;134.1;2010-05-15;;GasTurbine;N;0.0;0.0;0.0;0;4397.61;0.0;4397.61;0.0;83.4;0.0;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2200;LCP;NL;Alco Energy Rotterdam,Conventionele boiler;NL.RIVM/202990002.PART;NL.RIVM/000202990.FACILITY;4.180580000595044;51.92559000367153;46.71;Overige gespecialiseerde groothandel;Groothandel in brandstoffen en overige minerale olieproducten;Alco Energy Rotterdam;Europoort Rotterdam;Groot-Rijnmond;Merwedeweg;10;53.9;2010-05-20;;Boiler;N;0.0;0.0;0.0;0;927.27;0.0;927.27;0.0;11.3;0.0;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2218;LCP;NL;RWE Eemshaven Magnum B.V.,EH10;NL.RIVM/203228001.PART;NL.RIVM/000203228.FACILITY;6.8538800034984675;53.449490004921735;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;RWE Eemshaven Magnum B.V.;Eemshaven;Overig Groningen;Synergieweg;11;470.0;2013-06-26;;Others;N;0.0;0.0;0.0;0;390.25;0.0;390.25;0.0;9.66;0.02;2024;;GM1966;;;;GM1966;;;;GM1966;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2227;LCP;NL;RWE Eemshaven Magnum B.V.,EH20;NL.RIVM/203228002.PART;NL.RIVM/000203228.FACILITY;6.854540002491846;53.449380004495;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;RWE Eemshaven Magnum B.V.;Eemshaven;Overig Groningen;Synergieweg;11;470.0;2013-07-26;;Others;N;0.0;0.0;0.0;0;3741.82;0.0;3741.82;0.0;75.4;0.19;2024;;GM1966;;;;GM1966;;;;GM1966;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2236;LCP;NL;RWE Eemshaven Magnum B.V.,EH30;NL.RIVM/203228003.PART;NL.RIVM/000203228.FACILITY;6.855250003575177;53.449270004766596;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;RWE Eemshaven Magnum B.V.;Eemshaven;Overig Groningen;Synergieweg;11;470.0;2013-08-29;;Others;N;0.0;0.0;0.0;0;3528.58;0.0;3528.58;0.0;74.9;0.18;2024;;GM1966;;;;GM1966;;;;GM1966;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2245;LCP;NL;RWE Eemshaven Holding II B.V.,Blok A;NL.RIVM/203273001.PART;NL.RIVM/000203273.FACILITY;6.861620002988773;53.43950000448308;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;RWE Eemshaven Holding II B.V.;Eemshaven;Overig Groningen;Synergieweg;1;1950.0;2013-08-16;;Boiler;N;6271.05;11235.07;0.0;0;0.0;0.0;17588.07;176.0;377.0;8.16;2024;;GM1966;;;;GM1966;;;;GM1966;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2254;LCP;NL;RWE Eemshaven Holding II B.V.,Blok B;NL.RIVM/203273002.PART;NL.RIVM/000203273.FACILITY;6.861620002988773;53.43950000448308;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;RWE Eemshaven Holding II B.V.;Eemshaven;Overig Groningen;Synergieweg;1;1950.0;2014-05-07;;Boiler;N;6834.22;14690.86;0.0;0;0.0;0.0;21610.78;363.0;816.0;20.4;2024;;GM1966;;;;GM1966;;;;GM1966;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2263;LCP;NL;RWE Eemshaven Holding II B.V.,Hulpketels;NL.RIVM/203273003.PART;NL.RIVM/000203273.FACILITY;6.861620002988773;53.43950000448308;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;RWE Eemshaven Holding II B.V.;Eemshaven;Overig Groningen;Synergieweg;1;138.0;2013-07-01;;Boiler;N;0.0;0.0;0.0;0;0.0;0.0;73.66;0.57;2.25;0.04;2024;;GM1966;;;;GM1966;;;;GM1966;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2272;LCP;NL;Pergen VOF,GT1 + HRSG 1A;NL.RIVM/203411001.PART;NL.RIVM/000203411.FACILITY;4.367000000103362;51.88551000339732;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Pergen VOF;Pernis Rotterdam;Groot-Rijnmond;Vondelingenweg;601;300.0;2008-05-01;;GasTurbine;N;0.0;0.0;0.0;0;4405.37;0.0;4405.37;0.42;64.2;0.07;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2281;LCP;NL;Pergen VOF,GT1 + HRSG 1B;NL.RIVM/203411002.PART;NL.RIVM/000203411.FACILITY;4.367270001111348;51.88554000410219;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Pergen VOF;Pernis Rotterdam;Groot-Rijnmond;Vondelingenweg;601;300.0;2008-05-01;;GasTurbine;N;0.0;0.0;0.0;0;4429.99;0.0;4429.99;0.42;93.1;0.07;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2290;LCP;NL;Pergen VOF,GT2 + HRSG 2A;NL.RIVM/203411003.PART;NL.RIVM/000203411.FACILITY;4.367810001315699;51.885600003627296;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Pergen VOF;Pernis Rotterdam;Groot-Rijnmond;Vondelingenweg;601;300.0;2008-05-01;;GasTurbine;N;0.0;0.0;0.0;0;4780.89;0.0;4780.89;0.45;67.8;0.08;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2299;LCP;NL;Pergen VOF,GT2 + HRSG 2B;NL.RIVM/203411004.PART;NL.RIVM/000203411.FACILITY;4.368070000834862;51.88563000378733;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Pergen VOF;Pernis Rotterdam;Groot-Rijnmond;Vondelingenweg;601;300.0;2008-05-01;;GasTurbine;N;0.0;0.0;0.0;0;4732.94;0.0;4732.94;0.45;85.1;0.07;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2308;LCP;NL;EP NL Rijnmond 2 B.V.,GT20 + HRSG20;NL.RIVM/203505001.PART;NL.RIVM/000203505.FACILITY;4.352050000820224;51.889450003727056;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;EP NL Rijnmond 2 B.V.;Vondelingenplaat Rotterdam;Groot-Rijnmond;Petroleumweg;46;800.0;2010-05-20;8760.0;Others;N;0.0;0.0;0.0;0;6974.02;0.0;6974.02;0.0;50.0;0.34;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2321;LCP;NL;Power Plant Rotterdam,hoofdketel;NL.RIVM/204617001.PART;NL.RIVM/000204617.FACILITY;4.07090000021608;51.94400000411758;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Power Plant Rotterdam;Maasvlakte Rotterdam;Groot-Rijnmond;Missouriweg;69;1600.0;2013-07-29;1842.0;Boiler;N;0.0;9374.6;0.0;0;0.0;0.0;9468.17;91.5;234.0;11.1;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2330;LCP;NL;ENECOGEN V.O.F.,Gasturbine Unit 10;NL.RIVM/204654001.PART;NL.RIVM/000204654.FACILITY;4.092640000210154;51.95705000404763;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;ENECOGEN V.O.F.;Europoort Rotterdam;Groot-Rijnmond;Markweg;194;737.0;2011-11-10;;GasTurbine;N;0.0;0.0;0.0;0;11640.92;0.0;11640.92;0.0;167.0;0.0;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2339;LCP;NL;ENECOGEN V.O.F.,Gasturbine Unit 20;NL.RIVM/204654002.PART;NL.RIVM/000204654.FACILITY;4.092220000240252;51.9564800040941;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;ENECOGEN V.O.F.;Europoort Rotterdam;Groot-Rijnmond;Markweg;194;737.0;2011-11-10;;GasTurbine;N;0.0;0.0;0.0;0;10970.75;0.0;10970.75;0.0;173.0;0.0;2024;;GM0599;;;;GM0599;;;;GM0599;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2348;LCP;NL;Eneco Bio Golden Raand C.V.,Wervelbedoven;NL.RIVM/204944001.PART;NL.RIVM/000204944.FACILITY;6.98271000374898;53.312770004633585;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Eneco Bio Golden Raand C.V.;Farmsum;Delfzijl en omgeving;Metaalpark;20;127.0;2014-04-11;;Others;N;4166.72;0.0;0.0;0;0.0;0.0;4172.8;18.3;88.4;0.42;2024;;GM1979;;;;GM1979;;;;GM1979;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2357;LCP;NL;HWC Amsterdam Driehoek,Ketels;NL.RIVM/206213001.PART;NL.RIVM/000206213.FACILITY;4.834250000697956;52.34064000437398;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;HWC Amsterdam Driehoek;Amsterdam;Groot-Amsterdam;Johan Huizingalaan;801;132.0;2021-03-01;;Boiler;N;0.0;0.0;0.0;0;145.45;0.0;145.45;0.0;2.13;0.0;2024;;GM0363;;;;GM0363;;;;GM0363;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
2365;LCP;NL;EemsEnergy Terminal B.V.,Verwarmingsketels;NL.RIVM/206267003.PART;NL.RIVM/000206267.FACILITY;6.855710003349147;53.444330004257544;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;EemsEnergy Terminal B.V.;Eemshaven;Overig Groningen;Synergieweg;2001;109.0;2023-03-20;8760.0;Others;N;0.0;0.0;0.0;0;787.6;0.0;787.6;0.0;12.5;0.0;2024;;GM1966;;;;GM1966;;;;GM1966;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
